Fund Screening North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency: Base Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouped by: IA Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calculated on: 06/06/2023 09:46:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported on: 06/06/2023 10:08:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Up Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisher Invts Instl US All Cap Eq ESG2USD,IE00BJRDD611,North America,"106,424.66",224.68,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,114.38,113.54,114.23,108.47,111.59,114.24,112.20,112.20,116.07,127.73,115.11,123.70,127.14,125.52,127.86,128.25,107.63,120.20,112.37,112.37,118.11,121.97,141.24,,,,,,,,,,,,,,,,,,,,,,,,,,,105.83,139.18,139.18,139.18,139.18,139.18,139.18,133.71,125.94,93.03,93.03,102.35,112.32,112.32,128.29,124.30,124.24,124.24,128.10,128.15,128.15,132.56,134.84
Fisher Invts InstlUSSm&MdCpCorEqStlg£UnH,IE00BD9BST97,North America,"7,535.11",188.71,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTF ClearBridge US Eq inc W Inc,GB00BMF4TR04,North America,"124,414.09",114.66,No,No,92.36,93.32,92.25,95.57,94.33,98.85,95.60,98.65,102.49,102.49,102.49,95.17,95.17,99.89,101.90,98.23,89.88,85.15,77.77,66.11,69.03,69.03,69.03,75.40,73.04,71.91,68.83,79.62,80.38,84.20,83.34,84.44,87.66,87.66,85.95,83.39,94.78,94.78,99.94,96.12,99.65,99.65,116.33,100.94,105.60,105.60,107.92,110.67,101.62,89.23,89.23,80.90,69.38,69.38,64.16,64.16,64.16,63.81,59.30,84.39,84.39,78.34,78.34,108.42,97.63,97.63,105.18,105.18,108.35,113.92,113.11,113.21,113.21,115.19,121.46,109.17,216.13,216.13,121.68,121.68,106.11,106.11,75.08,25.96,25.96,25.96,23.89,28.71,28.71,27.03,25.91,44.40,44.40,44.40,58.81,58.81,58.81,55.40
FTF ClearBridge US Value W Acc,GB00BMF4SW81,North America,"45,646.18",107.58,No,No,79.77,91.82,86.69,88.51,88.12,96.99,97.54,99.11,106.14,106.14,106.14,109.25,109.25,94.15,100.54,99.53,109.17,101.08,92.19,85.93,84.07,84.07,84.07,105.02,108.31,117.89,136.93,140.72,128.61,143.73,129.55,116.12,121.67,121.67,110.97,82.34,82.03,82.03,55.99,53.60,55.51,55.51,72.03,82.71,99.75,99.75,114.66,125.69,122.18,122.58,122.58,110.15,112.96,112.96,127.64,127.64,127.64,131.36,121.74,132.38,132.38,172.20,172.20,161.75,157.37,157.37,150.48,150.48,150.91,149.84,168.56,147.81,147.81,145.51,136.97,129.90,46.30,46.30,-7.86,-7.86,-17.67,-17.67,-65.10,-87.15,-87.15,-87.15,8.87,-3.66,-3.66,18.28,21.06,53.34,53.34,53.34,67.56,67.56,67.56,66.18
FTF Franklin US Opportunities W Acc,GB00B7KCG406,North America,"158,892.74",293.63,No,No,125.02,118.95,124.73,126.45,129.30,126.73,118.53,132.86,126.95,126.95,126.95,127.74,127.74,145.06,141.11,140.57,126.51,127.74,143.36,148.61,141.22,141.22,141.22,120.61,121.07,107.97,96.78,84.06,90.06,80.01,90.36,92.31,95.86,95.86,91.60,109.59,89.97,89.97,103.76,132.02,123.06,123.06,99.69,108.33,103.98,103.98,82.57,50.08,71.03,114.09,114.09,128.16,135.60,135.60,123.19,123.19,123.19,121.90,139.53,114.36,114.36,148.15,148.15,130.49,94.99,94.99,100.70,100.70,89.22,86.53,57.90,60.60,60.60,51.66,58.40,29.01,-9.62,-9.62,103.52,103.52,163.03,163.03,167.76,196.87,196.87,196.87,224.08,203.64,203.64,205.14,223.82,191.13,191.13,191.13,181.02,181.02,181.02,163.31
FTF Martin Currie US Uncons W Acc £,GB00BP9LKG43,North America,"96,196.46",288.62,No,No,117.24,113.96,113.65,116.93,109.75,112.69,114.33,116.99,119.89,119.89,119.89,114.23,114.23,123.32,124.77,121.33,111.71,113.49,109.39,108.15,106.56,106.56,106.56,99.77,104.61,96.52,91.71,84.95,91.65,84.69,111.23,117.68,118.62,118.62,118.61,139.34,129.95,129.95,137.89,143.47,146.86,146.86,122.51,122.28,113.81,113.81,88.61,70.41,71.92,89.52,89.52,93.66,92.57,92.57,84.82,84.82,84.82,76.62,94.93,98.13,98.13,89.41,89.41,100.80,72.62,72.62,76.72,76.72,78.57,86.32,66.34,69.12,69.12,71.89,87.68,72.68,238.02,238.02,217.28,217.28,214.82,214.82,245.77,270.73,270.73,270.73,251.85,242.11,242.11,231.40,227.55,199.68,199.68,199.68,181.86,181.86,181.86,156.20
FTGF CB US Agrsv Gr X USD Dis(A),IE00B56LQ920,North America,"43,079.29",238.31,No,No,114.96,108.38,101.66,95.57,102.28,97.95,90.55,88.76,93.13,94.51,100.47,103.09,102.62,81.99,84.83,91.17,89.43,98.68,86.75,83.66,79.72,78.56,72.93,86.67,95.70,108.83,117.41,106.73,103.11,96.26,106.67,104.92,108.39,108.39,100.65,80.40,63.41,56.80,33.55,46.26,49.26,48.02,35.95,66.73,71.21,71.21,74.75,80.36,80.29,117.99,117.99,111.21,122.33,122.33,131.02,131.02,131.02,131.65,131.65,135.79,135.79,150.28,150.28,103.87,111.81,111.81,101.28,101.28,101.28,96.99,88.25,100.40,100.40,100.40,100.40,121.03,114.78,114.78,114.78,114.78,114.78,114.78,192.51,157.03,199.51,199.51,148.48,148.71,148.71,133.16,136.79,129.05,129.05,125.11,113.35,113.35,106.10,111.15
FTGF CB US Apprec X USD Dis(A),IE00B19ZB656,North America,"268,564.43",186.82,No,No,103.57,88.44,87.11,94.25,100.50,100.79,101.09,91.00,91.86,92.79,91.24,87.05,88.79,90.74,92.52,84.79,82.06,83.50,79.98,84.02,87.81,86.17,87.03,86.00,83.27,82.32,80.55,86.51,89.14,89.32,88.77,89.45,85.46,85.46,91.07,95.92,100.72,108.75,115.64,103.00,104.06,103.06,106.78,99.34,101.09,101.09,97.97,105.22,105.56,85.62,85.62,77.74,77.29,77.29,78.36,78.36,78.36,73.99,73.99,80.35,80.35,67.55,67.55,77.84,84.05,84.05,84.61,84.61,84.61,90.46,90.96,93.67,93.67,93.67,93.67,97.43,107.54,107.54,107.54,107.54,107.54,107.54,124.80,121.10,125.29,125.29,93.09,107.41,107.41,100.37,92.49,89.35,89.35,91.25,89.18,89.18,87.61,90.35
FTGF CB US Eq Sust Ldrs X GBP Acc,IE00BZ1NPT63,North America,"126,702.67",207.55,No,No,106.71,109.17,109.60,107.61,116.78,117.43,121.48,114.81,115.54,115.54,115.54,110.71,110.71,112.80,112.71,115.99,100.85,106.02,98.92,97.71,94.89,94.89,94.89,91.88,94.57,94.01,89.14,93.96,94.61,86.53,89.02,90.02,96.07,96.07,103.39,106.99,106.32,106.32,113.31,100.41,108.55,108.55,112.32,118.23,117.02,117.02,107.04,110.36,107.90,90.49,90.49,86.80,96.93,96.93,95.94,95.94,95.94,86.81,80.35,79.99,79.99,70.94,70.94,62.86,70.14,70.14,67.80,67.80,64.23,69.99,62.83,47.95,47.95,46.46,52.10,51.33,-61.52,-61.52,14.00,14.00,29.37,29.37,104.84,146.53,146.53,146.53,121.35,124.28,124.28,126.57,121.48,113.15,113.15,113.15,110.66,110.66,110.66,114.40
FTGF CB US Lg Cp Gr X USD Acc,IE00BVG1NY86,North America,"231,177.30",283.13,No,No,122.89,112.79,109.78,117.20,118.82,117.45,118.92,111.05,111.22,110.73,109.27,107.56,107.04,106.96,109.22,101.08,97.49,105.73,108.41,112.92,116.95,118.92,120.58,114.06,110.88,105.87,98.51,99.33,101.48,92.56,94.25,90.36,85.49,85.49,92.26,94.41,89.93,99.73,113.87,109.63,105.92,110.88,99.47,112.91,108.24,108.24,95.81,99.00,110.25,90.73,90.73,89.03,94.95,94.95,101.86,101.86,101.86,100.33,100.33,101.77,101.77,111.25,111.25,87.61,84.00,84.00,74.99,74.99,74.99,73.58,78.27,86.28,86.28,86.28,86.28,96.99,139.45,139.45,139.45,139.45,139.45,139.45,142.66,116.92,89.06,89.06,109.18,135.42,135.42,143.78,152.11,137.12,137.12,137.86,135.52,135.52,139.71,140.66
GAM Star Capital Apprec US Eq Instl £Acc,IE00B5SLLT59,North America,"71,703.60",187.59,No,No,105.61,107.74,111.96,113.32,120.98,119.52,116.62,108.30,107.66,107.66,107.66,99.55,99.55,92.17,85.42,80.34,84.68,92.57,90.85,97.34,93.96,93.96,93.96,92.96,94.55,98.38,98.36,100.69,101.71,95.54,94.09,95.11,95.90,95.90,95.68,91.18,90.33,90.33,89.99,80.96,77.22,77.22,72.77,77.21,79.42,79.42,87.86,108.89,108.64,90.48,90.48,89.42,100.70,100.70,90.82,90.82,90.82,79.54,80.06,80.93,80.93,69.10,69.10,73.41,102.58,102.58,110.96,110.96,106.76,120.25,107.95,101.26,101.26,99.29,111.73,130.42,65.81,65.81,99.80,99.80,121.23,121.23,148.96,170.13,170.13,170.13,92.15,94.40,94.40,97.67,87.15,85.23,85.23,85.23,87.52,87.52,87.52,90.47
GAM Star US All Cap Equity C EUR Acc,IE00B1W3YL20,North America,"65,393.47",282.95,No,No,61.78,57.53,52.99,52.88,59.18,62.83,75.35,62.96,68.22,67.60,67.60,65.21,74.29,58.70,64.61,65.71,70.85,77.25,69.24,102.93,105.55,109.20,109.20,114.07,110.02,115.49,110.86,105.84,121.19,118.41,90.75,71.40,54.45,54.45,60.09,46.57,43.88,45.38,43.75,29.22,16.58,16.58,33.54,44.50,53.12,53.12,44.17,50.86,43.33,111.37,111.37,99.43,111.47,111.47,120.13,120.13,120.13,114.56,114.56,99.40,99.40,100.18,100.18,94.89,92.81,92.81,80.46,80.46,80.46,83.44,92.46,104.58,104.58,104.58,104.58,112.79,209.72,209.72,154.13,154.13,154.13,154.13,158.72,138.16,138.16,138.16,164.09,167.79,167.79,227.70,233.24,205.66,205.66,207.02,203.99,203.99,197.67,179.07
GlobalAccess US Equity Z Acc EUR Hdg,IE00B6VBJL73,North America,"97,603.73",,No,No,51.45,57.76,59.67,59.62,67.67,80.05,93.70,78.94,82.57,83.03,83.03,81.61,86.44,73.20,73.63,74.83,79.19,89.31,79.96,108.24,105.84,108.46,108.46,117.73,114.77,117.35,114.89,109.53,128.00,120.86,107.87,94.03,90.13,90.13,92.48,76.29,80.82,87.69,87.64,80.63,66.91,66.91,76.84,73.65,76.25,76.25,82.26,92.20,81.93,124.11,124.11,107.84,116.48,116.48,115.64,115.64,115.64,115.23,115.23,94.00,94.00,81.39,81.39,81.74,97.45,97.45,93.92,93.92,93.92,92.68,100.07,111.90,111.90,111.90,111.90,129.40,179.55,179.55,116.39,116.39,116.39,116.39,135.90,127.27,127.27,127.27,116.16,129.53,129.53,158.00,145.16,141.02,141.02,150.07,145.31,145.31,127.67,115.80
GQG Partners US Equity I GBP Acc,IE00BN4GYH92,North America,"293,407.14",242.12,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.18,116.00,116.00,113.74,97.16,83.02,83.02,87.25,85.77,95.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.58,16.77,-13.79,15.22,15.22,15.22,27.93,27.93,27.93,34.64
GS US CORE Equity E Acc EUR H Snap,LU1785488831,North America,"128,135.56",184.65,No,No,,,,60.37,61.11,66.84,77.74,72.23,71.21,71.80,71.80,74.90,78.40,70.77,70.06,77.49,83.89,90.92,87.42,117.91,117.07,121.94,121.94,129.96,127.60,133.33,127.01,117.95,137.63,134.44,116.92,99.43,96.20,96.20,92.16,82.87,83.21,81.73,84.20,95.84,80.83,80.83,95.24,87.03,86.76,86.76,92.63,96.56,93.91,,,,106.03,106.03,112.31,112.31,112.31,117.52,117.52,105.14,105.14,119.55,119.55,123.04,110.74,110.74,106.05,106.05,106.05,100.00,108.15,125.67,125.67,125.67,125.67,125.82,258.46,258.46,189.29,189.29,189.29,189.29,152.63,87.87,87.87,87.87,117.95,116.84,116.84,136.28,149.09,151.37,151.37,146.79,145.15,145.15,142.05,124.63
GS US Equity ESG R Inc GBP,LU0858291734,North America,"167,542.43",199.99,No,No,101.38,97.86,99.05,101.80,93.90,96.46,95.09,97.08,96.32,96.32,96.32,100.52,100.52,105.93,105.42,102.18,106.62,101.31,99.96,97.29,102.75,102.75,102.75,102.41,101.27,99.48,95.88,97.76,96.21,100.56,98.08,100.89,97.14,97.14,94.28,98.50,101.46,101.46,106.29,107.20,107.83,107.83,114.50,116.48,118.47,118.47,122.01,119.81,119.21,98.29,98.29,100.52,89.60,89.60,91.22,91.22,91.22,92.46,91.93,101.53,101.53,95.66,95.66,115.14,97.66,97.66,97.26,97.26,98.36,97.92,102.61,106.17,106.17,107.74,106.75,89.16,159.72,159.72,129.17,129.17,125.07,125.07,89.68,54.01,54.01,54.01,111.36,110.42,110.42,107.94,130.59,120.53,120.53,120.53,124.00,124.00,124.00,117.28
GS US Focused Growth Equity R Inc GBP,LU0858291908,North America,"168,647.96",306.20,No,No,126.01,121.99,125.34,125.19,120.66,116.25,108.93,113.25,106.62,106.62,106.62,123.68,123.68,121.45,117.41,116.68,121.35,127.54,139.81,154.96,159.67,159.67,159.67,143.94,144.74,139.24,131.01,112.21,117.04,108.18,115.02,117.36,113.80,113.80,114.72,129.40,105.18,105.18,114.14,134.66,129.03,129.03,104.82,125.82,125.08,125.08,98.44,69.71,96.27,111.18,111.18,126.84,121.99,121.99,128.38,128.38,128.38,124.81,133.18,115.94,115.94,137.75,137.75,124.43,91.75,91.75,82.80,82.80,79.26,77.16,59.06,70.74,70.74,72.29,77.82,60.13,133.58,133.58,185.29,185.29,208.49,208.49,209.29,194.44,194.44,194.44,215.55,189.31,189.31,202.36,251.68,214.59,214.59,214.59,213.01,213.01,213.01,198.89
Halifax North American C,GB0031810871,North America,"133,233.86",177.57,No,No,101.21,98.89,98.46,96.30,92.64,93.73,92.50,96.30,95.13,95.13,95.13,94.98,94.98,96.18,96.39,99.27,94.64,87.65,88.37,81.96,89.76,89.76,89.76,85.43,82.33,81.57,74.56,83.74,84.85,91.52,87.85,93.96,88.96,88.96,83.40,99.64,110.52,110.52,121.20,115.62,119.22,119.22,132.57,106.42,113.95,113.95,115.19,86.39,76.45,102.58,102.58,105.52,99.08,99.08,99.25,99.25,99.25,103.74,99.01,101.85,101.85,111.40,111.40,109.31,93.21,93.21,92.37,92.37,95.47,90.33,98.78,99.73,99.73,96.16,83.50,70.21,78.22,78.22,73.86,73.86,56.69,56.69,45.35,14.33,14.33,14.33,87.13,85.85,85.85,72.74,81.40,83.88,83.88,83.88,84.45,84.45,84.45,80.14
Harris Associates US Value Eq R/A GBP,LU0315560408,North America,"72,670.16",121.75,No,No,,,,,,,,,,,,,,,,,,101.99,94.36,96.02,98.35,98.35,98.35,107.36,110.77,121.20,132.99,139.42,145.64,149.73,135.93,132.63,131.30,131.30,126.18,107.57,106.97,106.97,91.02,69.46,60.06,60.06,66.21,83.72,83.93,83.93,99.41,126.19,122.48,,,,,,,,,,,,,,,,,,123.35,123.35,125.08,116.94,125.74,123.02,123.02,128.34,142.99,179.68,174.56,174.56,124.31,124.31,115.64,115.64,76.07,114.98,114.98,114.98,35.60,44.30,44.30,61.61,49.60,63.22,63.22,63.22,76.30,76.30,76.30,89.04
Heptagon Yacktman US Equity AEH1 EUR,IE00BYNG3703,North America,"60,574.59",110.55,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL US A GBP Acc,GB00BLBLW796,North America,"120,153.77",201.84,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSBC American Index C Acc,GB00B80QG615,North America,"170,353.49",,Yes,No,107.55,104.24,104.86,104.53,103.76,104.90,101.66,104.38,103.01,103.01,103.01,101.90,101.90,108.32,108.05,108.91,101.47,96.85,97.97,93.29,98.19,98.19,98.19,94.91,92.48,89.20,84.88,88.72,89.36,92.42,93.38,96.82,94.63,94.63,92.23,104.60,108.29,108.29,114.90,122.71,126.96,126.96,136.00,120.27,127.48,127.48,127.55,103.03,102.79,103.84,103.84,103.75,96.60,96.60,93.11,93.11,93.11,95.91,94.67,92.38,92.38,81.39,81.39,94.80,90.46,90.46,92.64,92.64,93.65,90.80,96.24,97.33,97.33,97.51,90.93,79.86,65.49,65.49,79.09,79.09,73.03,73.03,59.84,47.56,47.56,47.56,96.10,99.99,99.99,91.80,101.18,104.38,104.38,104.38,104.29,104.29,104.29,97.26
HSBC US Multi-Factor Eq Instl A Acc,GB00B19DCX31,North America,"100,752.78",147.87,No,No,101.57,99.95,100.37,101.08,98.85,99.98,97.96,101.30,99.79,99.79,99.79,100.74,100.74,107.78,108.17,108.06,101.43,97.33,98.58,93.72,98.90,98.90,98.90,92.96,90.79,87.27,82.58,88.75,90.34,92.98,94.70,97.46,98.77,98.77,94.59,114.24,118.07,118.07,125.73,130.32,135.53,135.53,146.25,125.36,128.19,128.19,133.01,102.83,101.99,101.87,101.87,101.90,95.41,95.41,91.31,91.31,91.31,95.49,94.06,93.36,93.36,88.88,88.88,98.65,93.41,93.41,96.57,96.57,98.53,95.04,102.19,102.60,102.60,100.27,90.02,78.66,53.82,53.82,73.52,73.52,62.05,62.05,55.46,44.75,44.75,44.75,103.45,105.00,105.00,91.82,93.70,101.79,101.79,101.79,100.61,100.61,100.61,93.21
IFSL Avellemy US Equity A GBP Acc,GB00BNDMD606,North America,"113,563.74",250.80,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.62,109.09,100.97,100.97,95.15,102.75,102.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.90,113.90,113.90,106.96,106.96,106.96,111.06
IFSL Marlborough US Multi-Cap Inc P Inc,GB00B906QV32,North America,"40,075.16",197.34,No,No,95.48,90.47,89.58,94.26,107.00,108.52,105.68,109.80,109.44,109.44,109.44,105.86,105.86,129.50,135.07,133.63,102.84,96.98,92.10,82.95,76.96,76.96,76.96,64.24,59.69,47.94,41.08,52.52,56.98,53.62,62.45,66.41,67.05,67.05,70.84,95.53,106.58,106.58,118.57,111.26,107.91,107.91,112.74,96.59,110.54,110.54,101.78,79.63,73.32,91.80,91.80,92.87,89.35,89.35,73.52,73.52,73.52,63.49,72.13,65.71,65.71,42.83,42.83,59.03,58.61,58.61,68.17,68.17,58.73,67.37,54.78,62.50,62.50,61.00,61.60,52.28,31.91,31.91,80.86,80.86,129.74,129.74,120.52,100.73,100.73,100.73,112.23,106.50,106.50,78.23,80.36,71.68,71.68,71.68,78.06,78.06,78.06,66.44
iMGP US Small&Mid Company Gr R USD,LU0747344215,North America,"7,042.99",301.39,No,No,78.14,89.57,96.97,94.41,97.72,94.51,99.51,97.34,94.00,94.42,91.31,84.34,84.26,73.19,62.81,64.93,80.17,94.76,98.76,102.73,96.45,95.81,98.39,106.94,116.48,117.63,120.68,111.37,113.24,92.64,106.40,108.45,121.00,121.00,125.76,131.68,100.48,106.05,98.49,81.77,73.32,96.06,55.57,87.72,79.67,79.67,59.32,70.27,84.26,100.70,100.70,97.93,114.68,114.68,119.21,119.21,119.21,118.04,118.04,109.64,109.64,124.67,124.67,108.43,121.81,121.81,119.28,119.28,119.28,120.46,116.95,99.48,99.48,99.48,99.48,102.39,8.27,8.27,8.27,8.27,8.27,8.27,36.85,122.64,159.30,159.30,201.77,210.70,210.70,207.12,220.41,194.52,194.52,184.49,170.42,170.42,166.82,172.25
iMGP US Value R EUR HP,LU0821217147,North America,"84,496.15",112.30,No,No,47.47,38.50,40.88,42.29,39.05,49.34,65.70,53.39,61.40,60.11,60.11,52.79,58.87,44.03,42.05,40.13,53.17,57.65,49.68,70.25,67.08,66.18,66.18,81.23,86.75,91.41,86.89,89.30,105.27,104.81,88.47,76.54,77.16,77.16,78.75,60.72,63.13,71.18,74.79,64.07,53.09,53.09,68.32,59.45,62.13,62.13,75.25,91.03,71.11,87.07,87.07,74.93,80.83,80.83,83.08,83.08,83.08,82.59,82.59,57.07,57.07,50.52,50.52,74.14,97.68,97.68,99.43,99.43,99.43,101.22,100.17,123.01,123.01,123.01,123.01,140.69,195.59,195.59,91.84,91.84,91.84,91.84,136.98,57.43,57.43,57.43,43.82,51.26,51.26,74.66,72.00,79.28,79.28,89.74,97.54,97.54,84.60,74.86
Invesco US Equity UK Z Acc,GB00B8N44D57,North America,"122,044.02",182.71,No,No,98.15,110.53,105.31,96.63,87.80,90.14,95.16,93.35,98.44,98.44,98.44,101.65,101.65,76.68,79.02,88.43,93.17,84.52,75.35,72.21,76.42,76.42,76.42,71.19,67.92,75.83,71.15,80.33,75.80,82.79,84.47,85.55,85.23,85.23,82.92,96.24,101.44,101.44,108.86,102.38,102.68,102.68,109.11,100.60,106.89,106.89,103.66,79.04,78.10,141.53,141.53,129.16,136.04,136.04,147.86,147.86,147.86,153.69,148.41,133.91,133.91,112.18,112.18,112.68,103.26,103.26,89.41,89.41,81.20,66.96,76.52,79.09,79.09,89.71,79.99,61.04,-43.82,-43.82,17.20,17.20,56.06,56.06,34.03,19.64,19.64,19.64,98.96,86.84,86.84,86.96,98.23,96.77,96.77,96.77,98.55,98.55,98.55,88.07
iShares North American Eq Idx (UK) D Acc,GB00B7QK1Y37,North America,"138,516.54",182.48,Yes,No,101.88,99.32,100.67,99.95,98.90,98.95,100.28,103.48,102.70,102.70,102.70,104.46,104.46,113.44,113.43,116.00,109.15,103.52,102.17,98.74,103.83,103.83,103.83,103.19,101.09,97.28,95.17,96.63,95.67,99.71,101.22,101.87,99.80,99.80,97.91,101.18,105.60,105.60,108.76,117.92,122.91,122.91,127.97,118.30,120.95,120.95,118.82,100.48,97.73,99.15,99.15,98.77,90.44,90.44,92.92,92.92,92.92,93.10,94.24,94.98,94.98,96.10,96.10,113.33,98.12,98.12,96.96,96.96,97.16,97.47,100.12,105.33,105.33,104.89,102.72,85.34,126.38,126.38,104.03,104.03,103.32,103.32,84.09,62.32,62.32,62.32,96.52,98.07,98.07,96.12,103.50,106.38,106.38,106.38,104.68,104.68,104.68,97.20
iShares US Equity Index (UK) D Acc,GB00B5VRGY09,North America,"146,234.70",184.67,Yes,No,103.22,98.59,100.28,99.95,99.37,99.66,100.66,104.36,103.26,103.26,103.26,105.19,105.19,115.48,115.38,117.66,109.27,103.98,102.59,98.67,103.94,103.94,103.94,102.69,100.64,96.54,94.06,95.54,95.30,98.79,100.69,101.68,99.79,99.79,97.44,101.85,106.33,106.33,110.06,118.98,124.05,124.05,128.91,119.53,121.80,121.80,120.33,100.34,97.42,98.75,98.75,99.09,90.55,90.55,93.51,93.51,93.51,93.97,95.72,96.10,96.10,97.17,97.17,114.84,96.63,96.63,94.89,94.89,95.37,95.10,96.88,102.04,102.04,101.68,99.34,78.85,118.82,118.82,104.07,104.07,102.02,102.02,85.23,66.56,66.56,66.56,100.71,102.67,102.67,100.05,106.94,107.86,107.86,107.86,105.72,105.72,105.72,97.77
Janus Henderson Instl NA Idx Opps A Acc,GB00B0LYSH38,North America,"115,441.32",177.38,Yes,No,103.90,103.33,104.13,103.22,102.15,102.90,100.39,103.61,102.97,102.97,102.97,102.46,102.46,108.59,108.24,110.05,104.22,99.10,100.95,97.34,102.54,102.54,102.54,99.71,97.76,94.04,89.72,91.09,91.02,94.46,95.98,98.98,95.10,95.10,93.05,97.97,102.30,102.30,108.39,113.13,114.91,114.91,118.44,106.78,113.61,113.61,109.00,89.88,86.32,105.80,105.80,105.29,98.81,98.81,95.01,95.01,95.01,98.15,96.14,94.31,94.31,85.98,85.98,95.62,93.67,93.67,96.22,96.22,96.62,93.54,99.94,101.37,101.37,101.15,94.79,87.94,77.94,77.94,85.28,85.28,82.58,82.58,65.79,50.28,50.28,50.28,98.33,90.72,90.72,86.07,97.89,103.18,103.18,103.18,99.85,99.85,99.85,94.00
Janus Henderson US Cntrn A2 HEUR,IE0009511647,North America,"21,242.42",175.38,No,No,75.09,78.33,86.35,77.65,97.00,96.68,118.02,103.07,111.00,110.65,110.65,113.63,113.95,92.93,85.53,97.98,94.51,107.21,99.93,126.36,123.09,127.87,127.87,131.31,138.57,142.07,152.97,132.57,153.12,143.93,121.77,102.12,100.51,100.51,93.52,58.77,55.37,65.70,44.10,46.94,25.88,25.88,27.30,47.40,41.90,41.90,52.04,77.07,67.65,112.05,112.05,107.11,131.46,131.46,133.48,133.48,133.48,132.22,132.22,108.99,108.99,119.36,119.36,92.57,121.31,121.31,117.18,117.18,117.18,117.32,113.03,104.44,104.44,104.44,104.44,123.97,-28.73,-28.73,-85.18,-85.18,-85.18,-85.18,2.23,58.13,58.13,58.13,109.67,52.80,52.80,109.93,123.84,144.60,144.60,159.68,158.77,158.77,131.56,120.56
Janus Henderson US Forty A2 USD,IE0004445239,North America,"300,978.22",260.50,No,No,114.54,101.21,102.06,108.59,116.99,110.70,110.13,107.46,109.27,102.31,98.84,101.08,100.39,107.41,107.50,100.45,101.19,106.44,112.96,112.45,118.11,122.07,126.02,116.51,117.16,109.15,108.16,104.09,109.89,102.47,103.64,108.36,100.10,100.10,98.58,106.36,92.81,99.79,100.61,100.58,88.41,95.73,78.45,86.37,84.35,84.35,80.63,93.57,107.70,83.14,83.14,86.85,94.58,94.58,93.30,93.30,93.30,83.46,83.46,67.61,67.61,60.89,60.89,64.27,69.30,69.30,64.62,64.62,64.62,72.77,78.53,81.37,81.37,81.37,81.37,89.07,117.84,117.84,117.84,117.84,117.84,117.84,125.11,125.94,106.51,106.51,122.36,133.31,133.31,144.31,154.50,144.95,144.95,146.76,141.78,141.78,144.74,145.41
